PLOTID,IDENT,elev,perSlope,aspect,Northness,Sdclass,Rockiness,VallyBotFlat,topowet,PPTann,pptColdQtr,pptWarmQtr,cvTemp,TempColdMin,TempColdMean,TempWarmMean,cvRad,annMeanRad,miAnnMean,miColdQtr,miWarmQtr,T0,T1,T2,GeolID,GeolClass,SOIL,K,Thor,Uran,THtoK,TotalC,ALA,ARE,ARO,BAX,CAM,GON,LEU,MEL,OBL,OVA,PAU,RAD,RUB,SAB,SER,VER,VIC,VIMcyg,VIMvim,WIL
240,GTIP13,330.595153,1.641213594,89.652122,0.006071579,100,0,3.94,22.43,728,247,112,144,30,74,179,45,156,67.00,30.00,21.00,4545.11,6915.76,8394.62,2688,Ssr, ,-0.69,3.48,3.45,-2.42,859.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
241,GTIP14,330.222808,0.992482109,176.818115,-0.998458363,100,0,3.95,16.62,727,247,111,144,30,74,180,45,156,67.00,30.00,21.00,1337.04,1711.94,4488.75,2688,Ssr, ,-0.77,3.55,2.88,-2.75,818.27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
242,GABC1,407.996276,2.837341563,153.622055,-0.895882848,100,0,2.89,10.77,780,269,118,146,27,70,176,45,155,69.00,27.00,23.00,1369.71,2570.65,5584.86,3921,Qrcp,silt loam,0.09,0.72,5.73,0.06,992.26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
243,GABC2,407.794677,2.730265938,128.501693,-0.622537761,100,0,2.78,15.30,781,269,118,146,27,70,176,45,155,69.00,27.00,23.00,1877.52,4265.56,7392.74,3921,Qrcp, ,-0.40,0.93,5.47,-0.37,993.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,GABC3,407.525024,2.337391875,131.271163,-0.659623473,100,0,2.91,10.76,780,269,118,146,27,70,176,45,155,69.00,27.00,23.00,1728.77,4033.37,7189.71,3921,Qrcp, ,-0.35,1.97,4.35,-0.69,971.84,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
245,GABC4,408.144012,2.115364531,132.030059,-0.669520389,100,0,2.72,11.71,780,269,118,146,27,70,176,45,155,69.00,27.00,23.00,1687.35,3969.77,7131.32,3921,Qrcp, ,-0.52,2.65,4.40,-1.38,969.42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
246,THAK2,874.363342,43.90299,13.898297,0.970723621,5,95,0.00,6.80,1120,390,161,147,10,43,148,46,147,81.00,10.00,45.00,1930.42,2830.68,1398.16,3606,Ssr, ,-0.13,0.77,1.48,-0.10,712.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
247,THAK3,864.268005,29.36152,7.310376,0.991871416,20,90,0.00,9.06,1123,391,161,147,10,42,148,46,147,81.00,10.00,45.52,2886.22,3411.14,1626.61,3606,Ssr, ,-0.13,0.77,1.48,-0.10,712.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248,THAK4,855.067382,23.243195,342.830963,0.955438025,20,95,0.00,9.87,1110,387,160,147,11,43,149,46,148,80.00,11.00,44.61,2835.54,3550.41,2114.04,3606,Ssr, ,-0.13,0.59,1.33,-0.08,714.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
249,THAK5,858.090393,28.658195,354.039672,0.994594033,5,85,0.00,7.52,1113,388,160,147,10,43,149,46,148,80.98,10.02,45.00,2441.50,3088.77,1450.02,3606,Ssr, ,-0.15,0.73,1.17,-0.11,707.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,THAK6,858.090393,28.658195,354.039672,0.994594033,10,50,0.00,7.52,1113,388,160,147,10,43,149,46,148,80.98,10.02,45.00,2441.50,3088.77,1450.02,3606,Ssr, ,-0.15,0.73,1.17,-0.11,707.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,THAK7,858.090393,28.658195,354.039672,0.994594033,5,45,0.00,7.52,1113,388,160,147,10,43,149,46,148,80.98,10.02,45.00,2441.50,3088.77,1450.02,3606,Ssr, ,-0.15,0.73,1.17,-0.11,707.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
252,THAK8,892.87915,42.78516,6.107011,0.994324934,10,70,0.00,6.70,1153,402,166,147,9,40,146,46,147,82.00,9.00,47.65,3538.36,3436.41,1566.64,3606,Ssr, ,-0.20,0.00,1.92,0.00,717.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,FORT1A,752.359008,54.40319,40.057319,0.765401012,5,95,0.00,8.57,1041,362,150,146,14,49,154,46,149,78.62,13.76,40.12,4244.84,5586.41,4730.74,3606,Ssr, ,-0.15,-0.53,2.00,0.08,654.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
254,FORT2,741.607788,43.418415,87.643302,0.041120542,10,95,0.00,11.55,1037,361,150,146,14,49,154,46,149,78.00,14.00,39.00,4735.93,7041.60,8400.03,3606,Ssr, ,-0.16,-0.67,1.30,0.10,627.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,FORT3,764.836486,106.07628,106.551147,-0.284871154,5,95,0.00,5.41,1031,358,149,146,14,49,155,46,149,78.00,14.00,39.09,3122.86,5792.46,8331.04,3606,Ssr, ,-0.16,-0.67,1.30,0.10,627.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
256,STAP1,764.836486,106.07628,106.551147,-0.284871154,5,95,0.00,5.41,1031,358,149,146,14,49,155,46,149,78.00,14.00,39.09,3122.86,5792.46,8331.04,3606,Ssr, ,-0.16,-0.67,1.30,0.10,627.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,STAP2,365.214263,17.12066,28.429283,0.879405374,5,95,0.66,13.65,696,247,103,158,23,71,185,45,159,64.43,23.00,17.43,2918.81,4237.45,3191.55,2688,Ssr, ,-0.43,19.00,3.79,-8.17,1156.64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,STAP3,376.791809,42.827905,29.327627,0.8718332,25,10,0.00,11.11,720,256,106,158,22,69,183,45,159,65.04,22.00,18.00,3441.62,4543.58,3392.76,2688,Ssr,sandy loam,-0.39,21.69,4.42,-8.48,1218.76,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,STAP4,434.02182,19.59568875,333.280456,0.89321807,15,85,0.00,7.47,733,260,108,158,22,68,182,45,158,66.00,22.00,19.00,3477.34,4557.48,3172.17,2688,Ssr, ,-0.34,15.45,4.10,-5.28,1096.47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,STAP5,440.767486,19.5953875,43.322086,0.727508339,70,10,0.00,7.98,740,263,108,158,21,67,181,45,158,66.13,21.00,19.00,1834.12,2237.50,3391.64,2688,Ssr,sandy clay,-0.25,11.51,4.01,-2.86,994.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,STAP6,440.767486,19.5953875,43.322086,0.727508339,25,50,0.00,7.98,740,263,108,158,21,67,181,45,158,66.13,21.00,19.00,1834.12,2237.50,3391.64,2688,Ssr,sandy loam,-0.25,11.51,4.01,-2.86,994.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,STAP7,472.13327,33.2345775,130.117782,-0.644360995,15,95,0.00,6.70,739,262,108,158,21,67,182,45,158,66.00,21.42,19.00,9.79,40.46,115.84,2688,Ssr,sandy clay,-0.12,6.79,3.66,-0.81,824.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,STAP8,478.240661,66.427035,91.156044,-0.020175405,10,80,0.00,6.16,752,267,110,158,21,66,180,45,158,66.70,21.00,19.00,553.20,707.32,3327.19,2688,Ssr, ,-0.16,9.61,4.02,-1.57,938.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,STAP9,479.952209,92.26989,246.50209,-0.398715617,15,95,0.00,6.57,722,256,106,158,22,69,183,45,159,65.94,22.00,18.37,2425.83,5002.21,7578.50,2688,Ssr, ,-0.24,10.90,4.24,-2.62,992.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,STAP10,481.864318,111.39143,263.279418,-0.1170275,15,90,0.00,5.77,718,255,106,158,22,69,183,45,159,65.43,21.79,18.43,3407.50,6141.62,8063.34,2688,Ssr, ,-0.30,11.57,4.30,-3.47,1009.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,STAP11,459.362884,29.9899275,24.698657,0.908517972,15,90,0.00,6.83,740,262,108,158,21,67,181,45,158,66.00,21.33,18.67,114.83,98.45,81.42,2688,Ssr, ,-0.28,16.03,3.49,-4.48,1154.60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,STAP12,387.564819,127.38338,240.043685,-0.499339556,25,10,0.00,5.53,649,229,97,158,25,74,189,44,160,62.07,25.00,16.00,919.67,3690.05,6972.00,2688,Ssr,sandy loam,-0.26,17.57,4.60,-4.63,1097.44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,STAP13,387.564819,127.38338,240.043685,-0.499339556,100,0,0.00,5.53,649,229,97,158,25,74,189,44,160,62.07,25.00,16.00,919.67,3690.05,6972.00,2688,Ssr,sandy clay,-0.26,17.57,4.60,-4.63,1097.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,STAP14,387.564819,127.38338,240.043685,-0.499339556,100,5,0.00,5.53,649,229,97,158,25,74,189,44,160,62.07,25.00,16.00,919.67,3690.05,6972.00,2688,Ssr,sandy clay,-0.26,17.57,4.60,-4.63,1097.44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,STAP15,368.77423,103.3594,192.508621,-0.97626343,10,40,0.00,6.66,647,228,97,158,25,75,189,44,161,62.00,25.04,16.00,481.03,796.57,2890.92,2688,Ssr,loamy sand,-0.56,11.56,4.94,-6.47,964.05,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,COPR1,340.584716,13.54333375,359.193023,0.999900816,100,0,0.00,10.46,689,245,101,157,25,73,187,45,159,64.00,25.00,17.00,10877.23,7999.01,3609.11,2688,Ssr, ,-0.04,-0.16,2.41,0.01,663.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,COPR2,342.3526,6.62824125,345.383209,0.967635258,100,0,0.60,11.23,689,246,101,157,25,73,187,45,159,64.00,25.00,17.00,10655.95,8177.79,4107.89,2688,Ssr,sandy loam,-0.08,-0.53,2.56,0.05,657.12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
273,COPR3,343.644256,5.58489375,342.044616,0.951296858,100,0,1.50,11.28,691,246,101,157,25,73,187,45,159,64.00,25.00,17.00,10508.79,8216.69,4304.72,2688,Ssr,sandy clay loam,-0.07,-0.27,2.66,0.02,654.60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
274,COPR4,342.142791,6.388449375,344.352325,0.962938469,100,0,1.48,12.67,689,246,101,157,25,73,187,45,159,64.00,25.00,17.00,10614.33,8188.15,4169.07,2688,Ssr,sandy clay loam,-0.09,0.89,2.57,-0.08,659.63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,COPR5,339.845672,12.11095125,354.161926,0.994813336,100,5,0.61,10.55,689,245,101,157,25,73,187,45,159,64.00,25.00,17.00,10869.43,8061.29,3728.40,2688,Ssr,sandy clay loam,-0.11,1.89,2.57,-0.21,667.89,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
276,TOWERHL,615.177978,68.63139,356.111846,0.99769832,10,90,0.00,5.12,937,327,137,150,17,56,164,46,152,75.00,17.00,32.02,10882.06,8037.09,3676.65,2688,Ssr,loamy sand,0.28,5.51,3.94,1.55,751.57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,TOWER2,633.137329,15.26429125,337.824981,0.926035236,15,10,0.00,9.71,926,324,136,150,18,57,165,46,152,74.00,18.00,31.00,10271.01,8254.47,4589.95,2688,Ssr,loamy sand,0.05,4.27,5.08,0.22,685.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,GCHINA1,704.320617,54.256505,146.357635,-0.832511831,15,90,0.00,8.12,969,339,142,150,15,52,161,46,151,76.00,15.00,34.90,1404.67,3042.53,6206.47,2688,Ssr, ,0.95,2.21,1.15,2.10,574.10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279,GCHINA2,733.813171,9.113221875,315.849243,0.717509523,15,95,0.00,8.41,988,345,144,150,14,51,159,46,151,76.96,14.14,35.96,7399.66,3825.39,1973.36,2688,Ssr, ,-0.46,3.15,1.05,-1.46,547.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
280,GCHINA3,725.124755,14.60275125,288.498596,0.317281418,10,95,0.00,9.37,983,343,143,150,15,51,160,46,151,76.00,15.00,35.00,3393.24,2004.88,1886.72,2688,Ssr, ,-0.75,3.88,0.70,-2.90,554.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,GCHINA4,724.811096,23.35538,223.478408,-0.725633727,5,95,0.00,9.38,976,341,142,150,15,52,161,46,151,76.00,15.00,35.00,1147.36,1539.64,2472.89,2688,Ssr, ,-0.75,3.88,0.70,-2.90,554.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,GCHINA5,727.041198,54.46755,128.071975,-0.616650889,20,90,0.00,6.45,978,342,143,150,15,52,160,46,151,76.25,14.75,35.32,1162.38,3321.35,6811.89,2688,Ssr, ,0.52,5.68,0.17,2.93,598.96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,ROS2,826.703125,80.09446,55.125789,0.571776663,20,90,0.00,6.57,1137,396,165,151,8,40,148,46,148,80.96,8.04,46.33,829.86,489.65,948.08,2688,Ssr, ,0.33,10.49,1.31,3.44,613.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
284,ROS3,788.569396,47.315705,38.408508,0.783601213,15,85,0.00,6.96,1060,369,155,151,11,45,154,46,149,79.10,10.90,41.62,1369.23,877.78,826.32,2688,Ssr, ,0.10,5.53,2.41,0.55,550.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
285,ROS5,756.267883,53.57612,37.368892,0.79474427,30,60,0.00,8.52,1025,357,150,151,13,48,156,46,150,78.00,12.62,38.85,6157.98,5076.33,2292.89,2688,Ssr, ,0.12,5.97,2.35,0.74,545.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
286,ROS8,872.726989,48.567705,14.335313,0.968863315,25,80,0.00,6.20,1081,377,157,151,10,43,152,46,149,80.00,10.00,43.00,263.32,351.39,191.03,2688,Ssr, ,0.20,5.13,1.52,1.03,542.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
287,ROS10,701.719665,24.38327,319.159667,0.756534897,70,20,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr, ,0.23,3.44,3.70,0.78,581.32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,A1,394.200103,22.2526675,90.801399,-0.013986595,100,0,0.00,9.00,766,247,122,136,29,71,169,45,153,70.87,29.00,25.00,2960.71,1569.88,728.37,2688,Ssr, ,-0.13,1.47,2.74,-0.18,787.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289,A2,394.384429,23.8864225,82.235557,0.135100701,25,40,0.00,8.71,766,247,122,136,29,71,169,45,153,70.98,29.00,25.67,3725.20,1975.90,926.78,2688,Ssr, ,0.25,1.29,2.96,0.32,797.98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290,A3,402.347534,15.25066375,113.435195,-0.397711564,70,10,0.00,13.23,770,249,122,136,29,70,169,45,153,71.00,29.00,26.00,1803.08,1470.23,810.15,2688,Ssr, ,-0.08,1.53,2.81,-0.12,764.54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
291,A4,427.524383,33.805215,149.186309,-0.858837518,100,10,0.00,9.95,787,255,124,136,28,69,168,45,153,71.34,28.00,27.00,353.08,487.60,551.01,2688,Ssr, ,0.21,0.59,3.92,0.13,730.46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,A5,427.524383,33.805215,149.186309,-0.858837518,100,10,0.00,9.95,787,255,124,136,28,69,168,45,153,71.34,28.00,27.00,353.08,487.60,551.01,2688,Ssr, ,0.21,0.59,3.92,0.13,730.46,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
293,B1,427.524383,33.805215,149.186309,-0.858837518,25,10,0.00,9.95,787,255,124,136,28,69,168,45,153,71.34,28.00,27.00,353.08,487.60,551.01,2688,Ssr, ,0.21,0.59,3.92,0.13,730.46,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
294,B2,382.926177,14.2289225,301.614929,0.524207814,100,5,0.00,8.86,748,241,119,136,30,72,171,45,154,70.00,30.00,24.00,7137.81,6429.38,5507.20,2688,Ssr, ,0.07,1.52,2.07,0.11,680.55,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
295,B3,370.933502,15.29407125,281.314117,0.19618775,100,0,0.00,9.65,737,237,118,136,30,73,172,45,154,69.00,30.00,23.99,5364.52,5616.29,6195.48,2688,Ssr, ,0.09,2.34,2.06,0.21,687.47,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
296,B4,347.994171,10.65390125,253.992141,-0.275769205,100,0,0.00,12.36,720,231,116,136,31,74,173,45,155,68.00,31.00,23.00,3271.95,5929.69,7384.46,2688,Ssr, ,0.40,1.95,3.45,0.77,700.68,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
297,B5,342.968444,18.137745,209.819992,-0.867591993,100,5,0.00,8.78,717,230,115,136,31,74,173,45,155,68.00,31.00,22.09,1370.83,2777.76,5379.38,2688,Ssr, ,0.35,3.17,3.18,1.12,701.09,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
298,C1,274.050659,5.607708125,157.878036,-0.926384339,100,0,0.61,12.31,671,216,108,138,33,78,179,45,156,66.00,33.00,20.00,758.50,1557.57,3245.26,2688,Ssr,loamy sand,-0.53,-0.69,3.79,0.36,727.77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
299,C2,277.267211,5.338045,158.354934,-0.92948665,100,0,1.56,11.66,673,217,109,138,33,78,178,45,156,66.00,33.00,20.00,759.96,1536.80,3225.73,2688,Ssr,loamy sand,-0.33,-0.24,4.68,0.08,775.61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
300,C3,279.822692,3.570461875,156.781204,-0.919006056,100,0,1.49,9.46,675,218,109,138,33,78,178,45,156,66.00,33.00,20.00,877.95,1770.64,3483.70,2688,Ssr,loamy sand,-1.49,-3.28,4.22,4.89,828.41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
301,C4,284.746643,7.97987375,152.707214,-0.888674973,100,0,0.58,11.02,679,219,109,138,33,77,178,45,156,66.00,32.73,20.00,858.22,1969.74,3679.67,2688,Ssr,loamy sand,-1.36,-0.09,3.50,0.12,780.44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
302,C5,295.085418,11.792465,170.348007,-0.985844297,100,0,0.00,8.19,685,221,110,138,32,77,178,45,156,66.00,32.00,20.00,910.44,1278.83,3112.92,2688,Ssr,loamy sand,-0.36,-0.96,5.40,0.34,772.38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
303,D1,365.894256,27.6080925,81.060401,0.155393161,5,90,0.00,7.30,745,247,117,142,29,72,175,45,155,69.00,29.00,23.00,5337.74,7424.01,8361.73,2688,Ssr, ,0.37,-0.15,6.20,-0.06,1204.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
304,D2,365.971038,52.496285,182.507858,-0.99904223,10,80,0.00,8.08,727,241,114,141,30,73,176,45,155,68.00,30.00,22.00,1270.54,1619.27,4373.50,2688,Ssr, ,-0.35,0.18,2.62,-0.06,1065.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,D3,362.540069,35.679685,94.185302,-0.072982355,100,0,0.00,8.02,742,246,116,141,29,72,175,45,155,68.95,29.00,22.77,4209.86,6690.14,8456.99,2688,Ssr, ,-0.25,-1.54,3.56,0.38,1156.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,D3-5,314.634094,9.762915,114.448524,-0.413875543,70,10,0.89,14.86,703,232,111,141,31,75,178,45,156,67.00,31.00,21.00,2756.38,5424.57,8186.17,2688,Ssr, ,-0.61,5.55,2.92,-3.39,1181.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,D4,314.634094,9.762915,114.448524,-0.413875543,100,0,0.89,14.86,703,232,111,141,31,75,178,45,156,67.00,31.00,21.00,2756.38,5424.57,8186.17,2688,Ssr, ,-0.61,5.55,2.92,-3.39,1181.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
308,D5,314.634094,9.762915,114.448524,-0.413875543,100,0,0.89,14.86,703,232,111,141,31,75,178,45,156,67.00,31.00,21.00,2756.38,5424.57,8186.17,2688,Ssr, ,-0.61,5.55,2.92,-3.39,1181.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
309,E1,481.877532,66.36705,91.850959,-0.03229971,15,85,0.00,8.36,845,287,128,145,23,63,168,46,153,72.66,23.34,27.66,4381.50,6805.48,8420.50,2688,Ssr, ,0.25,1.82,4.78,0.46,714.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,E2,481.473388,65.470955,92.563949,-0.044734418,15,85,0.00,7.67,845,287,128,145,23,63,168,46,153,72.66,23.34,27.66,4329.83,6771.42,8432.92,2688,Ssr, ,0.25,1.82,4.78,0.46,714.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
311,E3,493.143188,60.521695,101.643959,-0.201829421,15,85,0.00,7.81,851,289,129,145,23,63,168,46,153,72.83,23.09,27.91,3660.89,6287.47,8479.79,2688,Ssr, ,0.16,0.62,4.29,0.10,685.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
312,E4,481.00064,63.06216,95.72071,-0.099679414,10,80,0.00,7.90,834,283,127,145,24,64,169,45,153,72.00,23.69,27.31,4093.07,6608.09,8473.35,2688,Ssr, ,0.16,0.62,4.29,0.10,685.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
313,E5,490.577453,58.8494,115.828033,-0.435671545,100,0,0.00,6.40,845,287,128,145,23,63,168,46,153,72.49,23.14,27.86,2666.07,5319.44,8129.06,2688,Ssr, ,0.16,0.62,4.29,0.10,685.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,E63,502.515869,62.659865,113.132827,-0.392864054,100,0,0.00,7.15,845,287,128,145,23,63,168,46,153,72.82,23.00,28.03,2840.64,5521.09,8234.92,2688,Ssr, ,0.20,0.03,3.71,0.01,649.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,E7,502.999084,66.432845,102.130981,-0.21014724,100,0,0.00,6.98,844,287,128,145,23,63,168,46,153,72.66,23.00,28.00,3624.93,6258.34,8476.28,2688,Ssr, ,0.24,0.27,3.07,0.07,632.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,E8,520.241821,34.73607,190.328033,-0.983797438,100,0,0.00,7.11,827,281,126,145,24,65,170,45,153,72.00,24.00,26.67,1383.56,1896.69,4713.42,2688,Ssr, ,0.35,1.07,2.78,0.37,621.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,F1,363.123931,29.183495,258.789337,-0.194416908,100,0,0.00,6.98,747,255,113,145,29,73,179,45,155,68.00,29.00,21.00,3632.89,6238.07,8392.57,2688,Ssr, ,-0.49,1.01,4.94,-0.50,910.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,F2,352.480773,19.1284375,250.422744,-0.335077586,100,0,0.00,7.30,744,254,113,145,29,74,179,45,156,68.00,29.00,21.00,3028.35,5687.00,8245.81,2688,Ssr, ,-0.55,0.23,5.88,-0.13,955.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,F3,349.506958,10.00895875,303.790252,0.556154228,100,0,0.00,7.93,745,255,113,145,29,73,179,45,155,68.00,29.00,21.00,7469.99,8193.35,7247.61,2688,Ssr, ,-0.31,-0.65,6.54,0.20,950.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,F4,349.285705,13.16539375,302.27832,0.534032475,100,0,0.00,8.13,744,254,113,145,29,74,179,45,156,68.00,29.00,21.00,7347.63,8172.25,7348.97,2688,Ssr, ,-0.24,-1.21,7.08,0.29,935.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,F5,347.220794,15.88720125,259.324798,-0.185241317,100,0,0.00,9.50,741,253,113,145,29,74,179,45,156,68.00,29.16,21.00,3671.80,6270.06,8396.50,2688,Ssr, ,-0.67,0.84,7.34,-0.56,920.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,G1,347.220794,15.88720125,259.324798,-0.185241317,100,0,0.00,9.50,741,253,113,145,29,74,179,45,156,68.00,29.16,21.00,3671.80,6270.06,8396.50,2688,Ssr, ,-0.67,0.84,7.34,-0.56,920.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,G2,299.495513,18.23362875,281.886047,0.205965887,100,0,0.00,8.25,724,250,109,145,31,77,182,45,156,66.00,31.00,19.00,5612.71,7576.20,8307.94,3417,Qrcp, ,0.19,1.88,5.49,0.35,934.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,G3,299.952484,19.23889375,273.170776,0.055312238,100,0,0.00,10.99,727,251,109,145,31,77,182,45,156,66.71,31.00,20.00,4814.29,7091.71,8397.17,3417,Qrcp, ,-0.04,0.43,6.65,-0.02,890.90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,G4,303.308593,15.01841,266.137146,-0.067368458,100,0,0.00,10.71,727,251,109,145,31,76,182,45,156,66.91,31.00,20.00,4233.92,6706.98,8457.05,3417,Qrcp, ,-0.24,0.85,6.32,-0.20,871.30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,G5,294.751617,9.3853175,255.967147,-0.242478217,100,0,0.00,10.77,725,250,109,145,31,77,182,45,156,66.00,31.00,19.60,3485.49,6140.78,8457.44,3417,Qrcp, ,-0.30,3.18,4.61,-0.95,840.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
